chrY	135068	135123	chrY	133061	138148
chrY	135123	135423	chrY	133061	138148
chrY	135423	135574	chrY	133061	138148
chrY	135574	136045	chrY	133061	138148
chrY	136045	136156	chrY	133061	138148
chrY	136156	136468	chrY	133061	138148
chrY	136468	136522	chrY	133061	138148
chrY	136522	136823	chrY	133061	138148
chrY	138430	138714	chrY	138351	140833
chrY	138725	138796	chrY	138351	140833
chrY	138881	139079	chrY	138351	140833
chrY	139090	139400	chrY	138351	140833
chrY	139401	139487	chrY	138351	140833
chrY	139760	139821	chrY	138351	140833
chrY	139856	139940	chrY	138351	140833
chrY	139942	140224	chrY	138351	140833
chrY	140330	140535	chrY	138351	140833
chrY	140535	140795	chrY	138351	140833
chrY	141366	141723	chrY	140981	145399
chrY	142441	142736	chrY	140981	145399
chrY	142736	143030	chrY	140981	145399
chrY	143030	143108	chrY	140981	145399
chrY	143108	143568	chrY	140981	145399
chrY	143568	143663	chrY	140981	145399
chrY	143708	143830	chrY	140981	145399
chrY	143963	144247	chrY	140981	145399
chrY	144522	144951	chrY	140981	145399
chrY	144965	145256	chrY	140981	145399
chrY	145673	145751	chrY	145536	147314
chrY	145751	146053	chrY	145536	147314
chrY	146053	146167	chrY	145536	147314
chrY	146167	146477	chrY	145536	147314
chrY	146477	146520	chrY	145536	147314
chrY	146525	146627	chrY	145536	147314
chrY	146634	146812	chrY	145536	147314
chrY	146812	147112	chrY	145536	147314
chrY	147802	148112	chrY	147443	148165
chrY	148553	148817	chrY	148321	149701
chrY	148841	149151	chrY	148321	149701
chrY	149161	149274	chrY	148321	149701
chrY	149282	149579	chrY	148321	149701
chrY	150007	150221	chrY	149885	155763
chrY	150221	150269	chrY	149885	155763
chrY	150276	150643	chrY	149885	155763
chrY	150650	150722	chrY	149885	155763
chrY	150722	150867	chrY	149885	155763
chrY	150867	151164	chrY	149885	155763
chrY	151164	151321	chrY	149885	155763
chrY	151321	151489	chrY	149885	155763
chrY	151565	151851	chrY	149885	155763
chrY	152192	152492	chrY	149885	155763
chrY	152498	152778	chrY	149885	155763
chrY	152778	153089	chrY	149885	155763
chrY	153236	153319	chrY	149885	155763
chrY	153457	153504	chrY	149885	155763
chrY	153505	153553	chrY	149885	155763
chrY	153554	153602	chrY	149885	155763
chrY	153603	153651	chrY	149885	155763
chrY	153652	153700	chrY	149885	155763
chrY	153701	153749	chrY	149885	155763
chrY	153750	153798	chrY	149885	155763
chrY	153799	153847	chrY	149885	155763
chrY	153848	153896	chrY	149885	155763
chrY	153897	153945	chrY	149885	155763
chrY	153946	153994	chrY	149885	155763
chrY	153995	154043	chrY	149885	155763
chrY	154044	154092	chrY	149885	155763
